head_noun,head_noun_in_main_clause,clause_verb,filler_gap_dependency,restrictiveness,relativizer,head_noun_in_rc,relative_clause,relative_clause_length,rc_type,structure_pattern,file,sent,sentence_word_count,sentence_verb_count
someone,dobj,like,6,restrictive,who,nsubj,"who would actually really , really like this manuscript",9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"Now, Carroll, the scholar, knew someone who would actually really, really like this manuscript.",19,1
one,nsubj,inspired,1,restrictive,that,nsubj,"that inspired Edward Fitzgerald that 's in the library at Oxford , the Baldwin Library",15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"There's the one that inspired Edward Fitzgerald that's in the library at Oxford, the Baldwin Library.",20,3
people,nsubj,make,1,restrictive,who,nsubj,who make our show,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"The people who make our show include Dylan Thuras, Doug Baldinger, Chris Naka, Kameel Stanley, Johanna Mayer, Manolo Morales, Alexa Lim, Casey Holford, and Luz Fleming.",35,2
version,nsubjpass,had,3,restrictive,zero,zero,they had had in the 1960s,6,ORC,zero relative,input_texts/completed-websites-f25/atlasobscura.txt,"There had been this bridge in this spot in London since Roman times, but the version they had had in the 1960s was actually built in the 1800s.",30,6
man,dobj,bought,1,restrictive,who,nsubj,who bought the real London Bridge,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"This episode today was produced in partnership with Visit Arizona, and today we are meeting the man who bought the real London Bridge.",25,5
company,dobj,made,1,restrictive,that,nsubj,that made various types of small engines,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,He owned a company that made various types of small engines.,12,2
something,dobj,attracts,1,restrictive,that,nsubj,that attracts our investment,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"We need something that attracts a lot of people, that attracts our investment, because we need our money back.",22,4
offer,dobj,refuse,7,restrictive,zero,zero,the city of London could not refuse,7,ORC,zero relative,input_texts/completed-websites-f25/atlasobscura.txt,"He made, as you could say, an offer the city of London could not refuse.",18,4
bridge,dobj,weighs,1,restrictive,that,nsubj,that weighs 10,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"Buying a bridge that weighs 10, 000 tons is one thing.",13,3
thing,dobj,give,3,restrictive,where,advmod,"where they will give you a bowl of ice cream , of soft serve ice cream , split the pie in half and then dunk it into the ice cream",30,Other,NP + Comp + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"And then they also do this thing where they will give you a bowl of ice cream, of soft serve ice cream, split the pie in half and then dunk it into the ice cream.",38,4
Chebakia,dobj,pastry,6,restrictive,which,nsubj,which is a honey covered local pastry,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"And they had Chebakia, which is a honey covered local pastry, dates, Harira soup, a milk yogurt beverage.",23,3
Filet-O-Fish,dobj,item,6,restrictive,which,nsubj,which originally was a localized menu item that started off in the Cincinnati area,14,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"So you have the Filet-O-Fish, which originally was a localized menu item that started off in the Cincinnati area.",21,3
book,nsubj,spoke,2,restrictive,that,nsubj,"that basically spoke about how when McDonald 's arrived in these international markets , they tried to localize some of the products",22,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"And there is a book, Behind the Arches, published in the '80s that basically spoke about how when McDonald's arrived in these international markets, they tried to localize some of the products.",37,6
people,dobj,hankering,2,restrictive,that,nsubj,that are hankering for American food,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"But then you're overseas, you're there for 10 years, 20 years, you've already captured all the people that are hankering for American food and then other competitors come in.",36,7
stores,nsubj,serve,1,restrictive,that,nsubj,that serve over 65 million customers a day,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"There are nearly 42, 000 stores that serve over 65 million customers a day.",16,2
items,dobj,reflect,1,restrictive,that,nsubj,that reflect local foods and local food cultures from their specific areas,12,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"And over the years, kind of like some sort of fast food evolutionary speciation, McDonald's has slowly adapted to its unique environmental niches, slowly building up these unique menu items that reflect local foods and local food cultures from their specific areas.",47,4
coffees,dobj,popular,3,restrictive,that,nsubj,that were extremely popular in America,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"And when Starbucks tried to set up shop in Australia around the Sydney games, they were really trying to push coffees that were extremely popular in America, right?",31,6
architecture,dobj,is,1,restrictive,which,nsubj,which is like weirder and more varied than people think,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/atlasobscura.txt,"So when you did all this travel, you didn't just shoot the food, but you also shot the architecture, which is like weirder and more varied than people think.",34,6
system,dobj,allowed,1,restrictive,that,nsubj,"that allowed a sex offender to repeatedly assault dozens of women , gaining national fame and notoriety in the process",20,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Our reporting exposed a flawed justice system that allowed a sex offender to repeatedly assault dozens of women, gaining national fame and notoriety in the process.",28,5
delay,dobj,left,1,restrictive,that,nsubj,that left sober drivers finding their lives ruined,8,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,Chief Investigator Jeremy Finley found a lengthy delay in blood tests that left sober drivers finding their lives ruined while they waited to be proven innocent.,27,6
anything,nsubj,want,2,restrictive,zero,zero,you want WSMV4 Investigates to know about,7,ORC,zero relative,input_texts/completed-websites-f25/wsmv.txt,"If there’s anything you want WSMV4 Investigates to know about, you can contact us here.",19,5
Cornelius,nsubj,goes,1,restrictive,who,nsubj,who goes by Brett James and co-wrote songs like ‘ Jesus Take the Wheel ’ and ‘ When the Sun Goes Down,22,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Nashville songwriter Brett Cornelius, who goes by Brett James and co-wrote songs like ‘Jesus Take the Wheel’ and ‘When the Sun Goes Down, ’ is among the dead, according to the Nashville Songwriters Hall of Fame.",43,3
Cornelius,nsubj,goes,1,restrictive,who,nsubj,who goes by Brett James and wrote songs like ‘ When the Sun Goes Down,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Nashville songwriter Brett Cornelius, who goes by Brett James and wrote songs like ‘When the Sun Goes Down, ’ is among the dead, according to the Nashville Songwriters Hall of Fame.",36,4
Jesus,dobj,made,2,restrictive,which,nsubjpass,which was made famous by Carrie Underwood,7,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/wsmv.txt,"James also co-wrote “Jesus, Take the Wheel, ” which was made famous by Carrie Underwood, and “I Hold On, ” a song for Dierks Bentley.",32,6
plan,dobj,includes,1,restrictive,that,nsubj,"that includes an outdoor bar , a new spire , food hall and multiple new stages",16,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Renderings presented this week to the Metro Sports Authority show a sweeping expansion plan that includes an outdoor bar, a new spire, food hall and multiple new stages.",31,3
those,nsubj,attend,1,restrictive,who,nsubj,who attend,2,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"NDOT said those who attend will be able to chat with their employees about Vision Zero, Open Streets, Tactical Urbanism, Parklets, and TDM Nashville Connector.",30,4
Students,nsubj,attend,1,restrictive,who,nsubj,who attend public schools,4,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Students who attend public schools are welcome to sign up, as well as homeschool and virtual school students.",20,3
Cornelius,nsubj,goes,1,restrictive,who,nsubj,who goes by Brett James and wrote songs like ‘ When the Sun Goes Down,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Nashville songwriter Brett Cornelius, who goes by Brett James and wrote songs like ‘When the Sun Goes Down, ’ died after a small plane flying from Nashville crashed in North Carolina.",35,5
crime,dobj,occurred,1,restrictive,that,nsubj,that occurred on campus in mid-September,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,Meharry Medical College’s president and CEO released a statement regarding an alleged hate crime that occurred on campus in mid-September.,23,4
Gardner,dobj,sitting,2,restrictive,who,nsubj,who was sitting in his vehicle in the parking lot with a boat on his trailer,16,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Upon leaving the restaurant, the trio encountered 27-year-old Bailey Gardner, who was sitting in his vehicle in the parking lot with a boat on his trailer.",29,4
vehicle,dobj,pinged,2,restrictive,that,nsubjpass,"that was pinged by a license plate reader , which was allegedly connected to several crimes across the city",19,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/wsmv.txt,"Police said Shawn Anglin Jr. was driving a vehicle that was pinged by a license plate reader, which was allegedly connected to several crimes across the city.",29,7
Rachel,nsubj,asked,1,restrictive,who,nsubj,who asked that he not use her last name,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/wsmv.txt,"Rachel, who asked that he not use her last name, found a canister of nitrous oxide that her fiancé, John, had hidden from her at their home in Nashville.",34,5
woman,nsubjpass,reported,2,restrictive,who,nsubjpass,who was reported missing the day before,7,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/wsmv.txt,The La Vergne Police Department reported that a woman who was reported missing the day before was found dead in a parking lot off Murfreesboro Road on Wednesday.,29,6
stats,dobj,had,3,restrictive,zero,zero,they have had in years this past August,8,ORC,zero relative,input_texts/completed-websites-f25/wsmv.txt,"There are over 100 indictments, and Memphis had the best stats they have had in years this past August.",21,4
Things,nsubj,buy,2,restrictive,zero,zero,you buy through our links,5,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,Things you buy through our links may earn Vox Media a commission.,13,2
season,dobj,improves,1,restrictive,that,nsubj,that improves on the first,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"(If the show can pull off a second season that improves on the first, however, you probably have next year’s Emmy front-runner. )",29,4
standards,dobj,set,5,restrictive,zero,zero,their previous seasons had set,5,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"Both The White Lotus and The Last of Us are Emmy behemoths who still command a lot of attention (23 and 16 nominations, respectively), but both shows failed to match the high standards their previous seasons had set.",43,6
two,nsubj,’,1,restrictive,who,nsubj,who ’ ve gotten the loudest reception,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Of the four women nominated for that show, the two who’ve gotten the loudest reception are Posey (who could accept her award with a “Piper, yessss!",33,5
show,dobj,falling,5,restrictive,zero,zero,Emmy voters are rapidly falling out of love with,9,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,It would maybe be a different story if her biggest competition — Ayo Edebiri — weren’t representing a show Emmy voters are rapidly falling out of love with.,31,5
competition,nsubj,won,2,restrictive,when,advmod,when he won in February,5,Other,NP + Comp + NP2,input_texts/completed-websites-f25/vulture.txt,"I tend not to use the Critics Choice Awards as a bellwether for anything, and Michael Urie’s competition when he won in February wasn’t anyone he’ll be up against this Sunday.",39,5
episode,dobj,liked,2,restrictive,zero,zero,voters liked enough to nominate Ayo Edebiri for it in Directing,11,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,Colón-Zayas in particular got a spotlight episode voters liked enough to nominate Ayo Edebiri for it in Directing.,19,3
horse,nsubj,’,2,restrictive,zero,zero,I ’ ve had my eye on all season,9,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"Maybe I’m just overthinking it and Colón-Zayas takes it again, but the dark horse I’ve had my eye on all season is Catherine O’Hara.",32,6
show,dobj,enjoy,2,restrictive,zero,zero,they enjoy very much,4,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,But voters might simply see an opportunity to award a show they enjoy very much.,16,3
shocker,nsubj,see,3,restrictive,zero,zero,I could see happening,4,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"The one shocker I could see happening is The Rehearsal, if the voters feel like throwing a curveball, which they sometimes Master of None and Malcolm in the Middle both won this category twice.",37,7
curveball,dobj,Master,3,restrictive,which,dobj,which they sometimes Master of None and Malcolm in the Middle both won this category twice,16,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/vulture.txt,"The one shocker I could see happening is The Rehearsal, if the voters feel like throwing a curveball, which they sometimes Master of None and Malcolm in the Middle both won this category twice.",37,7
ferocity,dobj,tears,2,restrictive,which,pobj,with which she tears into Sofia ’ s scenes hit harder,11,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/vulture.txt,This only makes the ferocity with which she tears into Sofia’s scenes hit harder.,17,3
category,nsubj,’,3,restrictive,where,advmod,where voters can ’,4,Other,NP + Comp + NP2,input_texts/completed-websites-f25/vulture.txt,"Ah yes, the Emmy category where voters can’t stop voting for the same show every year.",20,2
seasons,dobj,improved,1,restrictive,that,nsubj,that improved upon recent efforts,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Yes, both The Amazing Race and Top Chef delivered seasons that improved upon recent efforts.",17,2
Nwodim,nsubj,joined,1,restrictive,who,nsubj,who joined SNL in 2018,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Ego Nwodim, who joined SNL in 2018, is departing the show after seven seasons.",17,3
thing,nsubj,said,3,restrictive,that,nsubjpass,that can be said about Spinal Tap II,8,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/vulture.txt,"The most generous thing that can be said about Spinal Tap II is that it doesn’t feel like it was meant to be a movie but instead something slighter and less burdened by expectations, like a DVD extra or televised reunion special that gives everyone a chance to revisit beloved characters they don’t entirely recall while fumbling through a few rounds of “Remember When.",71,15
Stadium,dobj,included,2,restrictive,which,pobj,footage of which is included in the movie,8,SRC,NP + Prep + Comp + Verb (passive/oblique),input_texts/completed-websites-f25/vulture.txt,"Guest, McKean, and Shearer toured the U.S. as Spinal Tap in 2009 before playing Wembley Stadium and then Glastonbury, footage of which is included in the movie, but they also reunited as recently as 2019 for a panel and performance at the Tribeca Film Festival.",50,5
nobody,nsubj,watches,1,restrictive,who,nsubj,who watches this Sunday ’ s telecast,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"One of the best TV programs of the season just received an Emmy, and nobody who watches this Sunday’s telecast is going to know about it.",30,5
award,nsubj,given,3,restrictive,which,nsubjpass,which was then given for “ Outstanding Miniseries or Movie,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"There was little doubt the award, which was then given for “Outstanding Miniseries or Movie, ” would go this way.",24,4
networks,nsubj,aired,2,restrictive,which,nsubj,which often aired movies that had first run theatrically ( under the banner of NBC Saturday Night at the Movies or The Wonderful World of Disney ),27,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The category, originally called “Best Film Made for Television” only appeared that year before disappearing until 1966, when the broadcast networks, which often aired movies that had first run theatrically (under the banner of NBC Saturday Night at the Movies or The Wonderful World of Disney), started producing movies of their own.",61,8
movies,dobj,run,3,restrictive,that,nsubj,that had first run theatrically ( under the banner of NBC Saturday Night at the Movies or The Wonderful World of Disney ),23,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The category, originally called “Best Film Made for Television” only appeared that year before disappearing until 1966, when the broadcast networks, which often aired movies that had first run theatrically (under the banner of NBC Saturday Night at the Movies or The Wonderful World of Disney), started producing movies of their own.",61,8
Callender,nsubj,president,2,restrictive,who,nsubj,who was president of HBO Films from 1996 to 2008 and had been producing films for HBO since 1986,19,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"“What we were trying to do then was make things that wouldn’t be made anywhere else, ” says Colin Callender, who was president of HBO Films from 1996 to 2008 and had been producing films for HBO since 1986.",45,14
movie,nsubj,“,3,restrictive,that,nsubj,that seems sufficiently “ cinematic ”,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Aesthetics are a far squishier “I know it when I see it” determiner, but it’s true that any TV movie that seems sufficiently “cinematic” feels out of place in the TV Movie category.",41,6
volume,dobj,make,2,restrictive,which,nsubj,which would make the category more competitive,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"“If there were a return to a robust ecosystem within the Emmys to promote those movies, I think you’d find a much higher volume of premium ‘TV movies’, which would make the category more competitive, ” Berger adds.",47,7
dramas,dobj,have,4,restrictive,that,nsubj,that would otherwise potentially have a difficult time if they were released only in a theatrical venue,17,SRC,NP + Comp + Verb + NP2 (passive),input_texts/completed-websites-f25/vulture.txt,"“I think there is a value in making serious dramas that would otherwise potentially have a difficult time if they were released only in a theatrical venue, “ says Callender, making as straightforward an argument as possible for continuing the TV format he helped take to such great heights.",53,12
format,dobj,helped,2,restrictive,zero,zero,he helped take to such great heights,7,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"“I think there is a value in making serious dramas that would otherwise potentially have a difficult time if they were released only in a theatrical venue, “ says Callender, making as straightforward an argument as possible for continuing the TV format he helped take to such great heights.",53,12
Williams,dobj,receives,2,restrictive,whose,poss,whose Molly receives a terminal cancer diagnosis that spurs her on a quest of sexual exploration,16,SRC,NP + whose + NP2 + Verb,input_texts/completed-websites-f25/vulture.txt,"Opposite the great Michelle Williams, whose Molly receives a terminal cancer diagnosis that spurs her on a quest of sexual exploration, Nikki is, in many ways, a classic best-friend type, a disorganized actress with a quick wit and an enthusiastic air of sex positivity.",50,3
diagnosis,dobj,spurs,1,restrictive,that,nsubj,that spurs her on a quest of sexual exploration,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Opposite the great Michelle Williams, whose Molly receives a terminal cancer diagnosis that spurs her on a quest of sexual exploration, Nikki is, in many ways, a classic best-friend type, a disorganized actress with a quick wit and an enthusiastic air of sex positivity.",50,3
OB/GYN,dobj,ignored,1,restrictive,who,nsubj,who ignored a warning sign and could have recommended treatment earlier,11,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"She learns, too, to work through her own anger about Molly’s condition, finding it in herself to forgive the OB/GYN who ignored a warning sign and could have recommended treatment earlier.",37,7
location,dobj,drags,1,restrictive,that,nsubj,that drags him into a black-and-white flashback,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"While driving away from the heist, Ray spots a location that drags him into a black-and-white flashback.",19,3
money,dobj,gave,2,restrictive,zero,zero,he gave her to pay for a lawyer to get Bart out of prison,14,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"Ray wants nothing to do with the man who hid drugs on Ray’s body during a police stop and pimped out Theresa, and he loses his temper when he learns his mother used the money he gave her to pay for a lawyer to get Bart out of prison.",53,11
disorientation,dobj,makes,1,restrictive,that,nsubj,that makes Severance such irresistible television,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Tucked in the midpoint of its season-two finale, “Cold Harbor, ” is a moment that bottles the disorientation that makes Severance such irresistible television.",28,4
one,nsubj,crystallizes,2,restrictive,that,nsubj,"that effectively crystallizes Severance ’ s surreal tone — and at its center , the Magnetic Mr. Milchick",18,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"It’s a fleeting and strange beat, cartoonish if it weren’t so unsettling, but one that effectively crystallizes Severance’s surreal tone — and at its center, the Magnetic Mr. Milchick.",39,5
power,dobj,challenge,1,restrictive,that,nsubj,that challenge his sense of self,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Season two gives the character more power and complications that challenge his sense of self, and Tillman capitalizes on the material, repeatedly seizing the spotlight every second he’s on the screen.",36,5
performance,dobj,feels,1,restrictive,that,nsubj,that feels the most singular,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"” “The most of its flock”), Tillman delivers the performance that feels the most singular.",20,3
sequence,nsubj,dance,4,restrictive,that,nsubj,that could very well dance on the edge of hokeyness,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"” A sequence that could very well dance on the edge of hokeyness becomes, in Tillman’s hands, a scene of a man struggling between dueling impulses.",31,5
sub,dobj,re,3,restrictive,zero,zero,they ’ re inside,4,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"In Mission: Impossible — Final Reckoning, where he plays the captain of a nuclear submarine Ethan Hunt (Tom Cruise) is trying to commandeer, he delivered the film’s single best acting performance, radiating more chemistry with Cruise in a single scene than all of Hunt’s love interests combined — “Mister, if you’ve come to poke the bear, you’ve come to the right man” — and so much militant erotic charge it could power the nuclear sub they’re inside.",98,13
husband,dobj,running,2,restrictive,who,nsubj,who is running for governor of Texas,7,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The returning men are Dermot Mulroney, who plays Margo’s husband, Jed, who is running for governor of Texas; Sophie’s husband, Graham, played by Evan Jonigkeit; and local teenage boy Brad, played by George Ferrier.",47,7
antennas,nsubjpass,’,2,restrictive,zero,zero,I ’ m recommending,4,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"The three antennas I’m recommending can all be used indoors, though outdoor models are still sold.",20,5
world,dobj,interests,1,restrictive,that,nsubj,"that interests him , writes an incredibly detailed outline , and then films 80 hours of actors improvising dialogue in it",21,ORC,NP + Comp + NP2 + Verb,input_texts/completed-websites-f25/vulture.txt,"He finds a world that interests him, writes an incredibly detailed outline, and then films 80 hours of actors improvising dialogue in it.",26,4
films,dobj,wrote,2,restrictive,zero,zero,"Guest wrote , directed , and/or starred in",8,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"So the metric I will use to rank the films Guest wrote, directed, and/or starred in is how much they adhere to what we now understand as the Christopher Guest style.",34,7
reason,nsubj,included,4,restrictive,zero,zero,this should be included in the canon,7,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"Perhaps the only reason this should be included in the canon is to correct for the fact that Almost Heroes might have you worrying about the filmmaker’s attitude toward women (there is one woman in that movie, who has almost no lines despite being a love interest).",53,9
film,dobj,living,5,restrictive,zero,zero,"this should have been living inside the shell of a polished , traditional Hollywood comedy",15,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"If you squint hard enough, you can practically see the film this should have been living inside the shell of a polished, traditional Hollywood comedy.",28,5
Jokes,nsubj,work,4,restrictive,that,nsubj,that could very well work in his trademark loose-documentary style,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,Jokes that could very well work in his trademark loose-documentary style fall flat when read by actors who’ve simply memorized their lines.,25,3
world,dobj,considered,8,restrictive,that,nsubjpass,"that , in 1989 , was probably still considered niche",10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"But there is a happy ending, and it does explore the world of Hollywood that, in 1989, was probably still considered niche.",26,6
someone,dobj,is,1,restrictive,who,nsubj,who is in charge of something,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"He is played by Bob Balaban, and if you are watching a Christopher Guest movie and Bob Balaban plays someone who is in charge of something, rest assured you are in the right place.",37,8
agents,dobj,left,3,restrictive,who,nsubj,who have never left Blaine but regularly star in St. Clair ’ s local productions,15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,He’s not only in this movie; he and O’Hara play married travel agents who have never left Blaine but regularly star in St. Clair’s local productions.,34,5
something,dobj,looks,1,restrictive,that,nsubj,that looks nuts to other people,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"When you like making movies about people passionately doing something that looks nuts to other people, the entertainment business is an easy target.",25,4
folks,dobj,live,1,restrictive,who,nsubj,who live in constant delusion,5,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The music business, theater, Hollywood — these are obvious places to find folks who live in constant delusion, not to mention places Guest was already well familiar with.",32,5
man,dobj,shares,1,restrictive,who,nsubj,who shares the real-life Guest ’ s passion for fly-fishing,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"As an added bonus, Guest himself plays a southern man named Harlan who shares the real-life Guest’s passion for fly-fishing.",24,2
mobsters,dobj,couldn,1,restrictive,which,nsubj,"which couldn ’ t be more New York , actually",10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"This time, the suspects include mobsters and billionaires, which couldn’t be more New York, actually.",21,3
movie,dobj,casts,1,restrictive,that,nsubj,"that casts Gary Busey as the doting , protective father … but only a little",15,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"You do have to admire a movie that casts Gary Busey as the doting, protective father … but only a little.",23,4
signal,dobj,turns,1,restrictive,that,nsubj,that turns us into murderous monsters,6,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The second teaming-up of John Cusack and Samuel L. Jackson in a King movie crashes and burns in a dumb cautionary tale about … well, about how cell phones are going to kill us all by sending a signal that turns us into murderous monsters.",47,5
Firestarter,nsubjpass,better,2,restrictive,which,nsubj,"which is better than this , if only because of its insane cast",13,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"The original Firestarter — which is better than this, if only because of its insane cast — was supposed to be directed by John Carpenter.",27,5
movie,dobj,went,3,restrictive,where,advmod,where Lawrence Kasdan went off the rails,7,Other,NP + Comp + NP2,input_texts/completed-websites-f25/vulture.txt,"Otherwise known as “the movie where Lawrence Kasdan went off the rails, ” Dreamcatcher had everything going for it, from Kasdan to a William Goldman/Kasdan script to Morgan Freeman and Thomas Jane and Timothy Olyphant.",39,4
movie,dobj,shooting,6,restrictive,which,pobj,in which the happy ending is somebody shooting a dog,10,SRC,NP + Prep + Comp + Verb (passive/oblique),input_texts/completed-websites-f25/vulture.txt,You have to admire the power that King had in the ‘80s: He could make a movie in which the happy ending is somebody shooting a dog.,30,7
car,dobj,frightening,4,restrictive,that,nsubj,that is as viscerally frightening as it is utterly ridiculous,10,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Plus, there’s a scene in which Cujo is trying to knock over a car that is as viscerally frightening as it is utterly ridiculous.",28,7
story,dobj,has,1,restrictive,which,nsubj,which has nothing to do with this movie adaptation,9,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"Okay, stick with us here: Hearts in Atlantis is a “loose” adaptation of a Dark Tower tie-in short story called “Low Men in Yellow Coats, ” part of a larger collection about the baby-boomer generation titled Hearts in Atlantis, which has a short story in it called “Hearts in Atlantis, ” which has nothing to do with this movie adaptation.",70,7
everything,nsubj,dies,1,restrictive,that,nsubj,that dies someday,3,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,Maybe everything that dies someday comes back.,8,2
mood,dobj,means,1,restrictive,which,nsubj,which means this good-enough adaptation is still miles better than most films devoted to King ’ s work,18,SRC,NP + Comp + Verb + NP2,input_texts/completed-websites-f25/vulture.txt,"But Kölsch and Widmyer weave some mighty fine mood, which means this good-enough adaptation is still miles better than most films devoted to King’s work.",29,4
notice,dobj,sentient,4,restrictive,zero,zero,it has become sentient,4,ORC,zero relative,input_texts/completed-websites-f25/vulture.txt,"In case you forgot King was a baby boomer, here’s a whole movie about a boy who loves his 1958 Plymouth Fury so much that he doesn’t notice it has become sentient and is trying to kill him and everyone he loves — until it’s too late.",55,12
